Job Post ID,Hours Per Week,Currency,Salary Frequency,Salary Description,Minimum Salary,Maximum Salary,Annualised Minimum Salary in KYD,Annualised Maximum Salary in KYD,Mean Annual Salary in KYD
R2S7N8,37.5,KYD,Per Month,"KYD$91,669.5 - KYD$104,169 Per Annum (paid Monthly)",91669.5,104169,91669.5,104169,97919.25
R2T6Q5,45,KYD,Bi-Monthly,KYD$6 - KYD$8.5 Per Hour (paid Bi-Monthly),14040,19890,14040,19890,16965
R4T6F2,37.5,KYD,Per Month,"KYD$32,259 - KYD$46,119 Per Annum (paid Monthly)",32259,46119,32259,46119,39189
R4X8W2,45,KYD,Per Week,KYD$630 - KYD$720 Weekly,32760,37440,32760,37440,35100
R7D4J5,45,KYD,Bi-Weekly,"KYD$1,080 - KYD$1,440 Bi-Weekly (paid Bi-Weekly)",28080,37440,28080,37440,32760
R7G6J2,37.5,USD,Per Month,"USD$200,000.04 - USD$230,000.04 Per Annum (paid Monthly)",200000.04,230000.04,166666.7,191666.7,179166.7
R7S4H7,40,KYD,Per Week,KYD$320 - KYD$450 Weekly,16640,23400,16640,23400,20020
S3M7W6,45,KYD,Bi-Weekly,"KYD$1,538.46 - KYD$2,692.31 Bi-Weekly (paid Bi-Weekly)",40000,70000,40000,70000,55000
S7Q5V3,45,KYD,Per Month,"KYD$4,200 - KYD$5,800 Monthly",50400,69600,50400,69600,60000
T2W6Y5,45,KYD,Per Month,"KYD$81,370 - KYD$125,660 Per Annum (paid Monthly)",81370,125660,81370,125660,103515
T3C8Y3,40,KYD,Per Week,"KYD$20,800 Per Annum (paid Weekly)",20800,20800,20800,20800,20800
T4E7N7,40,KYD,Per Month,"KYD$1,199.47 - KYD$1,599.87 Monthly",14393.6,19198.4,14393.6,19198.4,16796
T8H5H3,45,KYD,Bi-Weekly,"KYD$1,260 - KYD$2,250 Bi-Weekly (paid Bi-Weekly)",32760,58500,32760,58500,45630
U2N7J5,37.5,USD,Per Month,"USD$160,000 - USD$195,000 Per Annum (paid Monthly)",160000,195000,133333.33,162500,147916.67
U2U6T2,45,KYD,Per Week,KYD$675 - KYD$900 Weekly,35100,46800,35100,46800,40950
U2W3N4,45,KYD,Per Week,KYD$12 - KYD$15 Per Hour (paid Weekly),28080,35100,28080,35100,31590
U4A5V3,37.5,KYD,Per Month,"KYD$104,424 - KYD$156,576 Per Annum (paid Monthly)",104424,156576,104424,156576,130500
U6D6R4,45,KYD,Per Week,KYD$315 - KYD$405 Weekly,16380,21060,16380,21060,18720
U6E2A5,45,KYD,Per Week,KYD$450 - KYD$540 Weekly  + gratuities,23400,28080,23400,28080,25740
U7X4J5,42.5,KYD,Per Month,"KYD$3,200.82 - KYD$3,449.44 Monthly",38409.8,41393.3,38409.8,41393.3,39901.55
U8U3E4,20,KYD,Per Month,"KYD$20,800 - KYD$22,880 Per Annum (paid Monthly)",20800,22880,20800,22880,21840
V2T7X2,45,KYD,Per Hour,KYD$8 - KYD$12 Per Hour (paid Per Hour),18720,28080,18720,28080,23400
V3D8X4,45,USD,Bi-Weekly,"USD$23,400 - USD$25,740 Per Annum (paid Bi-Weekly) + gratuities",23400,25740,19500,21450,20475
V5K6A6,40,KYD,Per Week,KYD$480 - KYD$600 Weekly,24960,31200,24960,31200,28080
V8Q8R4,45,KYD,Per Week,"KYD$14,040 - KYD$18,720 Per Annum (paid Weekly)",14040,18720,14040,18720,16380
W2Y8M2,45,KYD,Per Week,"KYD$1,080 - KYD$1,350 Bi-Weekly (paid Weekly) + gratuities",28080,35100,28080,35100,31590
W3P5W7,45,KYD,Bi-Weekly,"KYD$35,700 - KYD$35,708.4 Per Annum (paid Bi-Weekly)",35700,35708.4,35700,35708.4,35704.2
W3U6A3,45,KYD,Per Month,"KYD$37,440 - KYD$46,800 Per Annum (paid Monthly)",37440,46800,37440,46800,42120
W3Y4D7,45,KYD,Per Month,KYD$540 - KYD$630 Weekly (paid Monthly),28080,32760,28080,32760,30420
W4A2X4,45,KYD,Per Week,KYD$300 - KYD$360 Weekly,15600,18720,15600,18720,17160
W6V5X2,45,KYD,Bi-Weekly,"KYD$1,350 Bi-Weekly (paid Bi-Weekly)",35100,35100,35100,35100,35100
W6X2V3,45,KYD,Per Week,"KYD$14,040 - KYD$36,410.4 Per Annum (paid Weekly)",14040,36410.4,14040,36410.4,25225.2
W7U3P7,45,KYD,Per Week,KYD$300 - KYD$360 Weekly,15600,18720,15600,18720,17160
W8Q3B5,40,USD,Per Month,"USD$70,000 - USD$90,000 Per Annum (paid Monthly)",70000,90000,58333.33,75000,66666.67
X2C4J4,45,KYD,Per Week,KYD$675 Weekly,35100,35100,35100,35100,35100
X6A5Y7,45,KYD,Bi-Monthly,KYD$6 - KYD$9 Per Hour (paid Bi-Monthly),14040,21060,14040,21060,17550
X7J7G3,37.5,KYD,Per Month,"KYD$69,252 - KYD$91,140 Per Annum (paid Monthly)",69252,91140,69252,91140,80196
X7T5B8,45,KYD,Per Month,"KYD$20,000 - KYD$36,000 Per Annum (paid Monthly)",20000,36000,20000,36000,28000
X8P8C2,45,KYD,Per Week,"KYD$21,060 Per Annum (paid Weekly)",21060,21060,21060,21060,21060
X8W8Q7,40,KYD,Per Hour,KYD$6 - KYD$7 Per Hour (paid Per Hour),12480,14560,12480,14560,13520
Y2J3C5,45,KYD,Per Hour,KYD$10 - KYD$25 Per Hour (paid Per Hour),23400,58500,23400,58500,40950
Y2M8R6,45,KYD,Bi-Weekly,"KYD$1,923.08 - KYD$3,076.92 Bi-Weekly (paid Bi-Weekly)",50000,80000,50000,80000,65000
Y3T7W2,45,KYD,Per Month,"KYD$52,000 Per Annum (paid Monthly)",52000,52000,52000,52000,52000
Y6H7P6,45,KYD,Per Week,"KYD$15,600 - KYD$18,200 Per Annum (paid Weekly)",15600,18200,15600,18200,16900
Y7Y2N4,40,USD,Per Month,USD$115.38 Per Hour (paid Monthly),240000,240000,200000,200000,200000
Y8C8S3,40,KYD,Per Week,KYD$240 - KYD$300 Weekly,12480,15600,12480,15600,14040
A4B4J4,45,KYD,Per Hour,KYD$6 - KYD$7.5 Per Hour (paid Per Hour) + gratuities,14040,17550,14040,17550,15795
A4M7C2,45,KYD,Per Week,KYD$10 - KYD$12 Per Hour (paid Weekly),23400,28080,23400,28080,25740
A6A3C4,45,KYD,Per Hour,"KYD$18,720 - KYD$21,060 Per Annum (paid Per Hour)",18720,21060,18720,21060,19890
A6J4V7,45,KYD,Per Hour,KYD$10 - KYD$14 Per Hour (paid Per Hour),23400,32760,23400,32760,28080
B3W7E6,45,KYD,Bi-Weekly,KYD$6 - KYD$8 Per Hour (paid Bi-Weekly),14040,18720,14040,18720,16380
B6C6T6,45,KYD,Bi-Monthly,"KYD$975 - KYD$1,170 Bi-Monthly (paid Bi-Monthly)",23400,28080,23400,28080,25740
C2W5T4,45,KYD,Per Hour,KYD$6 - KYD$7 Per Hour (paid Per Hour),14040,16380,14040,16380,15210
C8X3S3,45,KYD,Per Month,"KYD$21,060 - KYD$25,740 Per Annum (paid Monthly)",21060,25740,21060,25740,23400
D2J4X7,25,KYD,Per Month,KYD$30 - KYD$35 Per Hour (paid Monthly),39000,45500,39000,45500,42250
D4E6Y8,45,KYD,Per Hour,KYD$7 - KYD$8.5 Per Hour (paid Per Hour),16380,19890,16380,19890,18135
E5N7A3,45,KYD,Bi-Weekly,KYD$8 - KYD$10 Per Hour (paid Bi-Weekly),18720,23400,18720,23400,21060
E6E8J5,45,KYD,Per Week,KYD$360 Weekly,18720,18720,18720,18720,18720
E6M7D2,45,KYD,Per Month,KYD$6 - KYD$8 Per Hour (paid Monthly),14040,18720,14040,18720,16380
E8X2X7,45,KYD,Per Month,"KYD$16,380 - KYD$21,060 Per Annum (paid Monthly)",16380,21060,16380,21060,18720
F6P4U5,45,KYD,Per Week,KYD$270 Weekly,14040,14040,14040,14040,14040
G2V7F5,45,KYD,Per Hour,KYD$6 - KYD$7 Per Hour (paid Per Hour),14040,16380,14040,16380,15210
K2B5H3,45,KYD,Per Month,"KYD$18,000 - KYD$20,400 Per Annum (paid Monthly)",18000,20400,18000,20400,19200
K5G5D8,45,KYD,Per Week,KYD$315 - KYD$675 Weekly,16380,35100,16380,35100,25740
K7A7D6,40,KYD,Per Month,KYD$6 - KYD$15 Per Hour (paid Monthly),12480,31200,12480,31200,21840
M7R2Q5,45,KYD,Per Hour,KYD$10 - KYD$12 Per Hour (paid Per Hour),23400,28080,23400,28080,25740
N2P8G4,37.5,KYD,Per Month,"KYD$48,000 - KYD$60,000 Per Annum (paid Monthly)",48000,60000,48000,60000,54000
N3P4T6,45,KYD,Bi-Weekly,KYD$10 - KYD$14 Per Hour (paid Bi-Weekly),23400,32760,23400,32760,28080
N8X7E2,45,KYD,Per Month,KYD$6 Per Hour (paid Monthly),14040,14040,14040,14040,14040
P5K4K7,45,USD,Per Month,"USD$17,580 - USD$60,000 Per Annum (paid Monthly)",17580,60000,14650,50000,32325
P5P7Q8,45,KYD,Bi-Weekly,"KYD$900 - KYD$1,260 Bi-Weekly (paid Bi-Weekly)",23400,32760,23400,32760,28080
Q8D6M6,45,KYD,Per Month,"KYD$2,500 Monthly",30000,30000,30000,30000,30000
R3R7K2,20,KYD,Per Week,KYD$160 - KYD$200 Weekly  + gratuities,8320,10400,8320,10400,9360
T2Y6J5,45,KYD,Per Month,"KYD$23,400 - KYD$28,080 Per Annum (paid Monthly)",23400,28080,23400,28080,25740
T8G5Q5,45,KYD,Per Month,"KYD$16,800 - KYD$21,600 Per Annum (paid Monthly)",16800,21600,16800,21600,19200
V2V7B3,45,KYD,Per Month,KYD$6 - KYD$8 Per Hour (paid Monthly),14040,18720,14040,18720,16380
V3E8F2,45,KYD,Per Week,KYD$12 - KYD$14 Per Hour (paid Weekly),28080,32760,28080,32760,30420
V5S7H8,45,KYD,Per Month,"KYD$18,000 - KYD$21,600 Per Annum (paid Monthly)",18000,21600,18000,21600,19800
V8R5S8,40,USD,Bi-Weekly,"USD$65,000 - USD$81,120 Per Annum (paid Bi-Weekly)",65000,81120,54166.67,67600,60883.33
W7H5H2,7.5,KYD,Per Month,KYD$8 - KYD$10 Per Hour (paid Monthly),3120,3900,3120,3900,3510
W8W2Y5,45,KYD,Per Month,"KYD$18,720 Per Annum (paid Monthly)",18720,18720,18720,18720,18720
X2W2Y2,45,KYD,Per Week,KYD$12 Per Hour (paid Weekly),28080,28080,28080,28080,28080
X4R6V2,45,KYD,Per Month,"KYD$16,380 - KYD$21,060 Per Annum (paid Monthly)",16380,21060,16380,21060,18720
X4Y4B3,45,KYD,Bi-Weekly,KYD$720 - KYD$900 Bi-Weekly (paid Bi-Weekly),18720,23400,18720,23400,21060
X6Q7T3,45,KYD,Per Hour,KYD$6 - KYD$7 Per Hour (paid Per Hour),14040,16380,14040,16380,15210
Y2W2Q8,45,KYD,Per Month,"KYD$21,996 - KYD$24,008.4 Per Annum (paid Monthly)",21996,24008.4,21996,24008.4,23002.2
Y2Y6U2,45,KYD,Per Week,KYD$360 - KYD$450 Weekly,18720,23400,18720,23400,21060
Y5H5E5,45,KYD,Bi-Weekly,"KYD$23,400 - KYD$32,760 Per Annum (paid Bi-Weekly)",23400,32760,23400,32760,28080
Y8S6B8,45,KYD,Per Month,"KYD$18,720 Per Annum (paid Monthly)",18720,18720,18720,18720,18720
A2G4J8,45,KYD,Per Month,"KYD$42,200 - KYD$57,000 Per Annum (paid Monthly)",42200,57000,42200,57000,49600
A4N2U5,45,KYD,Per Month,"KYD$16,380 Per Annum (paid Monthly)",16380,16380,16380,16380,16380
A7C4N5,45,KYD,Per Month,"KYD$1,499.55 - KYD$1,799.85 Monthly",17994.6,21598.2,17994.6,21598.2,19796.4
A7P4V4,45,KYD,Per Month,"KYD$16,380 - KYD$18,720 Per Annum (paid Monthly)",16380,18720,16380,18720,17550
A8J4H3,45,KYD,Per Month,"KYD$14,040 Per Annum (paid Monthly)",14040,14040,14040,14040,14040
B2D3F6,45,KYD,Per Month,KYD$8 - KYD$9 Per Hour (paid Monthly),18720,21060,18720,21060,19890
B2R6R6,45,USD,Per Month,"USD$18,720 - USD$21,060 Per Annum (paid Monthly)",18720,21060,15600,17550,16575
B3D4W2,40,KYD,Per Hour,KYD$6 - KYD$8 Per Hour (paid Per Hour),12480,16640,12480,16640,14560
B5D8X5,45,KYD,Per Week,KYD$7 - KYD$10 Per Hour (paid Weekly),16380,23400,16380,23400,19890
B7R7W8,45,KYD,Per Month,"KYD$16,380 - KYD$21,060 Per Annum (paid Monthly)",16380,21060,16380,21060,18720
C5X5Q7,45,KYD,Per Month,KYD$6 - KYD$8 Per Hour (paid Monthly),14040,18720,14040,18720,16380
D8S4M6,45,KYD,Per Hour,KYD$7 - KYD$8 Per Hour (paid Per Hour),16380,18720,16380,18720,17550
E3W4V3,45,KYD,Per Hour,KYD$15 - KYD$38 Per Hour (paid Per Hour),35100,88920,35100,88920,62010
E5P2M3,45,KYD,Per Month,"KYD$18,720 - KYD$23,400 Per Annum (paid Monthly)",18720,23400,18720,23400,21060
E7U4S2,45,KYD,Per Hour,KYD$7 - KYD$8 Per Hour (paid Per Hour),16380,18720,16380,18720,17550
E8R2T2,45,KYD,Per Month,"KYD$14,040 - KYD$18,720 Per Annum (paid Monthly)",14040,18720,14040,18720,16380
F2D4N7,45,KYD,Per Year,"KYD$44,998.2 - KYD$47,993.4 Per Annum (paid Per Annum)",44998.2,47993.4,44998.2,47993.4,46495.8
F7F3F5,40,KYD,Per Month,"KYD$12,480 - KYD$16,640 Per Annum (paid Monthly)",12480,16640,12480,16640,14560
F7P6S4,40,KYD,Bi-Weekly,"KYD$29,120 - KYD$37,440 Per Annum (paid Bi-Weekly)",29120,37440,29120,37440,33280
G8U3E7,45,KYD,Per Month,"KYD$18,720 - KYD$21,060 Per Annum (paid Monthly)",18720,21060,18720,21060,19890
H7B2X5,40,KYD,Per Hour,KYD$6 - KYD$8 Per Hour (paid Per Hour),12480,16640,12480,16640,14560
H7E8X2,45,KYD,Per Month,KYD$6 - KYD$7 Per Hour (paid Monthly),14040,16380,14040,16380,15210
H7R3W5,45,USD,Bi-Weekly,"USD$65,005.2 - USD$74,997 Per Annum (paid Bi-Weekly)",65005.2,74997,54171,62497.5,58334.25
H8K5X8,45,KYD,Per Hour,KYD$10 - KYD$14 Per Hour (paid Per Hour),23400,32760,23400,32760,28080
J3Q5A7,45,KYD,Per Month,"KYD$42,200 - KYD$57,000 Per Annum (paid Monthly)",42200,57000,42200,57000,49600
J3T4F2,45,KYD,Bi-Weekly,KYD$450 - KYD$720 Weekly (paid Bi-Weekly),23400,37440,23400,37440,30420
K3D7V5,45,KYD,Bi-Weekly,"KYD$1,462.5 - KYD$2,340 Monthly (paid Bi-Weekly)",17550,28080,17550,28080,22815
K7D8Q4,40,KYD,Per Hour,"KYD$12,480 - KYD$14,560 Per Annum (paid Per Hour)",12480,14560,12480,14560,13520
M3P2W7,45,KYD,Per Week,KYD$6 Per Hour (paid Weekly),14040,14040,14040,14040,14040
N6J8G7,45,KYD,Per Month,KYD$630 - KYD$720 Bi-Weekly (paid Monthly),16380,18720,16380,18720,17550
P2J2Q6,37,USD,Per Month,"USD$350,000 - USD$425,000.04 Per Annum (paid Monthly)",350000,425000.04,291666.67,354166.7,322916.68
P7D6E7,45,KYD,Per Week,"KYD$1,292.4 - KYD$1,615.5 Weekly",67204.8,84006,67204.8,84006,75605.4
Q5U6N6,45,KYD,Per Month,"KYD$14,040 - KYD$18,720 Per Annum (paid Monthly)",14040,18720,14040,18720,16380
Q6F8M3,45,KYD,Per Week,KYD$10 - KYD$14 Per Hour (paid Weekly),23400,32760,23400,32760,28080
Q6H7G7,45,KYD,Per Month,"KYD$21,060 - KYD$23,400 Per Annum (paid Monthly)",21060,23400,21060,23400,22230
R5M4P4,45,KYD,Per Month,KYD$6 - KYD$7 Per Hour (paid Monthly),14040,16380,14040,16380,15210
S2C2K7,45,KYD,Per Hour,KYD$10 - KYD$14 Per Hour (paid Per Hour),23400,32760,23400,32760,28080
U3G3Y2,45,KYD,Per Month,"KYD$16,380 - KYD$18,720 Per Annum (paid Monthly)",16380,18720,16380,18720,17550
U3W3D8,45,KYD,Per Month,"KYD$16,380 - KYD$21,060 Per Annum (paid Monthly)",16380,21060,16380,21060,18720
U7F4J8,45,KYD,Per Month,"KYD$1,499.55 - KYD$1,799.85 Monthly",17994.6,21598.2,17994.6,21598.2,19796.4
V4N8J6,45,USD,Bi-Weekly,"USD$14,040 - USD$18,720 Per Annum (paid Bi-Weekly)",14040,18720,11700,15600,13650
V7Y7U6,45,KYD,Per Month,KYD$20 - KYD$26 Per Hour (paid Monthly),46800,60840,46800,60840,53820
V8Q4P3,45,KYD,Per Month,"KYD$16,380 - KYD$21,060 Per Annum (paid Monthly)",16380,21060,16380,21060,18720
W3P7D7,40,KYD,Per Hour,KYD$6 - KYD$8 Per Hour (paid Per Hour),12480,16640,12480,16640,14560
W5U7V2,45,KYD,Per Month,"KYD$16,380 - KYD$18,720 Per Annum (paid Monthly)",16380,18720,16380,18720,17550
X3K5H5,45,USD,Per Month,USD$7.5 - USD$8 Per Hour (paid Monthly),17550,18720,14625,15600,15112.5
X4J4X5,45,KYD,Per Month,"KYD$14,040 - KYD$18,720 Per Annum (paid Monthly)",14040,18720,14040,18720,16380
Y3C2S4,40,KYD,Per Hour,KYD$6 - KYD$8 Per Hour (paid Per Hour),12480,16640,12480,16640,14560
Y4N4E8,45,KYD,Per Month,"KYD$23,400 - KYD$32,760 Per Annum (paid Monthly)",23400,32760,23400,32760,28080
Y6A2B2,45,KYD,Per Month,"KYD$21,060 - KYD$23,400 Per Annum (paid Monthly)",21060,23400,21060,23400,22230
Y7J8B6,45,KYD,Per Hour,KYD$6 Per Hour (paid Per Hour),14040,14040,14040,14040,14040
A2J6W8,45,KYD,Per Week,KYD$13 Per Hour (paid Weekly),30420,30420,30420,30420,30420
A4V5Y6,45,KYD,Per Hour,KYD$7.5 - KYD$11 Per Hour (paid Per Hour),17550,25740,17550,25740,21645
A8V8E8,45,KYD,Per Week,"KYD$990 - KYD$1,260 Weekly",51480,65520,51480,65520,58500
B3F7F5,45,KYD,Per Month,"KYD$115,000 - KYD$125,000 Per Annum (paid Monthly)",115000,125000,115000,125000,120000
B4G6U8,45,KYD,Per Month,KYD$10 - KYD$12 Per Hour (paid Monthly),23400,28080,23400,28080,25740
B4X3C6,45,KYD,Per Week,KYD$15 - KYD$18 Per Hour (paid Weekly),35100,42120,35100,42120,38610
B4X5S6,45,USD,Per Month,"USD$60,000 - USD$65,000 Per Annum (paid Monthly)",60000,65000,50000,54166.67,52083.33
B5E6C5,40,KYD,Per Hour,KYD$8 - KYD$10 Per Hour (paid Per Hour),16640,20800,16640,20800,18720
B5T3X8,45,KYD,Per Month,"KYD$5,750.55 - KYD$7,000.5 Monthly",69006.6,84006,69006.6,84006,76506.3
B6B6V5,45,KYD,Per Hour,"KYD$2,000.7 - KYD$3,999.45 Monthly (paid Per Hour)",24008.4,47993.4,24008.4,47993.4,36000.9
B6F4G3,40,KYD,Per Month,"KYD$36,860 - KYD$46,080 Per Annum (paid Monthly)",36860,46080,36860,46080,41470
B7U5B7,45,KYD,Bi-Weekly,KYD$6 - KYD$8 Per Hour (paid Bi-Weekly),14040,18720,14040,18720,16380
B8E6X3,45,KYD,Per Hour,"KYD$15,210 - KYD$16,380 Per Annum (paid Per Hour)",15210,16380,15210,16380,15795
C3D5V4,45,KYD,Bi-Weekly,KYD$7.5 Per Hour (paid Bi-Weekly),17550,17550,17550,17550,17550
C3F2N2,40,KYD,Per Hour,"KYD$12,480 - KYD$16,640 Per Annum (paid Per Hour)",12480,16640,12480,16640,14560
C3X8S5,45,KYD,Per Hour,KYD$6 - KYD$7 Per Hour (paid Per Hour),14040,16380,14040,16380,15210
C7B6D4,45,KYD,Per Month,KYD$10 - KYD$12 Per Hour (paid Monthly),23400,28080,23400,28080,25740
C7R5Q5,45,KYD,Bi-Weekly,KYD$10 - KYD$14 Per Hour (paid Bi-Weekly),23400,32760,23400,32760,28080
D3B5B3,45,KYD,Per Month,"KYD$1,799.85 - KYD$2,000.7 Monthly",21598.2,24008.4,21598.2,24008.4,22803.3
D7Q2T8,45,KYD,Per Month,"KYD$36,000 Per Annum (paid Monthly)",36000,36000,36000,36000,36000
D7U7A8,37.5,USD,Per Year,"USD$72,500 - USD$80,000 Per Annum (paid Per Annum)",72500,80000,60416.67,66666.67,63541.67
D7V7F8,45,KYD,Per Month,"KYD$2,499.9 - KYD$3,500.25 Monthly",29998.8,42003,29998.8,42003,36000.9
D8J3E7,45,KYD,Per Week,KYD$10 - KYD$18 Per Hour (paid Weekly),23400,42120,23400,42120,32760
D8R7D8,45,KYD,Bi-Weekly,KYD$12 - KYD$15 Per Hour (paid Bi-Weekly),28080,35100,28080,35100,31590
D8T4W6,40,KYD,Per Month,"KYD$4,075 - KYD$5,297 Monthly",48900,63564,48900,63564,56232
E4K7T7,45,KYD,Bi-Weekly,"KYD$1,170 - KYD$1,350 Bi-Weekly (paid Bi-Weekly)",30420,35100,30420,35100,32760
E6B4A2,45,KYD,Per Month,"KYD$35,000 - KYD$38,500 Per Annum (paid Monthly)",35000,38500,35000,38500,36750
E8P5A3,40,USD,Per Month,"USD$13,000 - USD$14,800 Monthly",156000,177600,130000,148000,139000
E8R7S8,45,KYD,Per Month,"KYD$43,009.2 - KYD$54,007.2 Per Annum (paid Monthly)",43009.2,54007.2,43009.2,54007.2,48508.2
F3N4G4,45,KYD,Per Month,"KYD$28,080 - KYD$30,420 Per Annum (paid Monthly)",28080,30420,28080,30420,29250
F4T4K3,45,KYD,Per Week,KYD$12 - KYD$17 Per Hour (paid Weekly),28080,39780,28080,39780,33930
F7S5U3,45,KYD,Per Month,"KYD$19,211.4 - KYD$21,598.2 Per Annum (paid Monthly)",19211.4,21598.2,19211.4,21598.2,20404.8
F8B2D8,40,KYD,Per Month,"KYD$61,260 - KYD$89,652 Per Annum (paid Monthly)",61260,89652,61260,89652,75456
F8H5Q3,45,KYD,Bi-Weekly,KYD$12 - KYD$16 Per Hour (paid Bi-Weekly),28080,37440,28080,37440,32760
F8U6T3,43,KYD,Per Month,KYD$25 - KYD$26 Per Hour (paid Monthly),55900,58136,55900,58136,57018
F8Y4N6,40,USD,Per Hour,USD$10 - USD$12 Per Hour (paid Per Hour),20800,24960,17333.33,20800,19066.67
G3G3V8,45,KYD,Per Month,"KYD$30,000 - KYD$36,000 Per Annum (paid Monthly)",30000,36000,30000,36000,33000
G3V2P6,45,KYD,Bi-Weekly,KYD$6 - KYD$7.75 Per Hour (paid Bi-Weekly),14040,18135,14040,18135,16087.5
G4J3C2,45,KYD,Per Week,KYD$14 Per Hour (paid Weekly),32760,32760,32760,32760,32760
G5C3K4,40,KYD,Per Month,"KYD$2,520 Monthly",30240,30240,30240,30240,30240
G8A4D2,45,KYD,Per Week,KYD$350 Weekly,18200,18200,18200,18200,18200
G8S7D6,45,KYD,Per Month,"KYD$70,000 - KYD$80,000 Per Annum (paid Monthly)",70000,80000,70000,80000,75000
H3A7J4,45,KYD,Bi-Monthly,KYD$300 - KYD$350 Weekly (paid Bi-Monthly),15600,18200,15600,18200,16900
H3K8W5,40,KYD,Bi-Monthly,"KYD$2,500 - KYD$4,000 Monthly (paid bi-monthly)",30000,48000,30000,48000,39000
H4A2C7,45,KYD,Bi-Weekly,KYD$10 - KYD$16 Per Hour (paid Bi-Weekly),23400,37440,23400,37440,30420
H4B2U8,45,KYD,Per Week,KYD$14 - KYD$15 Per Hour (paid Weekly),32760,35100,32760,35100,33930
H4N2K8,40,KYD,Per Month,"KYD$2,500 - KYD$3,333.33 Monthly",30000,40000,30000,40000,35000
H4N2M8,45,KYD,Per Week,KYD$13 Per Hour (paid Weekly),30420,30420,30420,30420,30420
H4Y5A5,40,KYD,Per Week,KYD$300 Weekly,15600,15600,15600,15600,15600
H5Y5R6,45,KYD,Per Month,"KYD$36,000 - KYD$42,000 Per Annum (paid Monthly)",36000,42000,36000,42000,39000
H6D6C4,45,KYD,Bi-Weekly,KYD$13 Per Hour (paid Bi-Weekly),30420,30420,30420,30420,30420
J4N6U2,45,KYD,Per Hour,KYD$8 - KYD$11 Per Hour (paid Per Hour),18720,25740,18720,25740,22230
J5U5U6,45,KYD,Per Month,"KYD$35,006.4 - KYD$38,493 Per Annum (paid Monthly)",35006.4,38493,35006.4,38493,36749.7
J6G7B3,37.5,USD,Per Year,"USD$95,000 - USD$110,000 Per Annum (paid Per Annum)",95000,110000,79166.67,91666.67,85416.67
J6G7U7,40,KYD,Per Week,KYD$300 Weekly  + gratuities,15600,15600,15600,15600,15600
J6K6F5,45,KYD,Bi-Weekly,KYD$682.5 - KYD$731.25 bi-monthly (paid Bi-Weekly),16380,17550,16380,17550,16965
J7D3G8,45,KYD,Bi-Weekly,"KYD$37,440 Per Annum (paid Bi-Weekly)",37440,37440,37440,37440,37440
J7U7D6,45,KYD,Per Hour,KYD$13 - KYD$16 Per Hour (paid Per Hour),30420,37440,30420,37440,33930
K4F2D6,40,KYD,Per Hour,"KYD$12,480 - KYD$24,960 Per Annum (paid Per Hour)",12480,24960,12480,24960,18720
K4M2A5,35,USD,Per Month,"USD$5,192.31 - USD$5,769.23 Weekly (paid Monthly)",270000,300000,225000,250000,237500
K6K4M3,45,KYD,Per Week,KYD$10 - KYD$12 Per Hour (paid Weekly),23400,28080,23400,28080,25740
M2E6D2,37.5,USD,Per Month,"USD$175,000 - USD$265,000 Per Annum (paid Monthly)",175000,265000,145833.33,220833.33,183333.33
M2Q6S6,40,KYD,Per Hour,KYD$15 - KYD$20 Per Hour (paid Per Hour),31200,41600,31200,41600,36400
M2R5R7,45,KYD,Per Week,KYD$450 - KYD$540 Weekly,23400,28080,23400,28080,25740
M3B5V4,45,KYD,Per Month,"KYD$36,400 - KYD$46,800 Per Annum (paid Monthly)",36400,46800,36400,46800,41600
M3H5N5,40,KYD,Per Week,KYD$240 - KYD$340 Weekly,12480,17680,12480,17680,15080
M6A6F5,45,KYD,Per Hour,"KYD$58,500 - KYD$84,006 Per Annum (paid Per Hour)",58500,84006,58500,84006,71253
M6C8X3,45,USD,Per Month,"USD$1,098 - USD$1,975.5 Bi-Weekly (paid Monthly)",28548,51363,23790,42802.5,33296.25
M6W8R3,45,KYD,Bi-Weekly,"KYD$17,550 - KYD$25,740 Per Annum (paid Bi-Weekly)",17550,25740,17550,25740,21645
M7H7G4,45,KYD,Per Week,KYD$585 - KYD$630 Weekly,30420,32760,30420,32760,31590
M8W3F6,45,KYD,Bi-Weekly,KYD$6 - KYD$8 Per Hour (paid Bi-Weekly),14040,18720,14040,18720,16380
N2R5T7,45,KYD,Per Month,"KYD$45,000 Per Annum (paid Monthly)",45000,45000,45000,45000,45000
N3J7E5,45,KYD,Bi-Weekly,KYD$6 - KYD$7.78 Per Hour (paid Bi-Weekly),14040,18200,14040,18200,16120
N3S4G5,40,KYD,Per Month,"KYD$3,500 Monthly",42000,42000,42000,42000,42000
N4U3J2,37.5,KYD,Per Week,"KYD$21,450 - KYD$29,250 Per Annum (paid Weekly)",21450,29250,21450,29250,25350
N6C6V7,45,KYD,Per Week,KYD$15 - KYD$18 Per Hour (paid Weekly),35100,42120,35100,42120,38610
N6S8Q4,45,KYD,Per Hour,KYD$6 - KYD$8 Per Hour (paid Per Hour),14040,18720,14040,18720,16380
N7N2F3,45,KYD,Per Week,"KYD$28,080 - KYD$35,100 Per Annum (paid Weekly)",28080,35100,28080,35100,31590
N7T3K4,40,KYD,Per Week,"KYD$20,800 - KYD$36,400 Per Annum (paid Weekly)",20800,36400,20800,36400,28600
N8E3U5,40,KYD,Bi-Weekly,"KYD$24,960 Per Annum (paid Bi-Weekly)",24960,24960,24960,24960,24960
